,ID,name,category,main_category,goal,pledged,state,backers
3057,1018362105,Remembering Nancy a short Sci-Fi Film,Science Fiction,Film & Video,300.0,870.0,successful,20
3082,1018529083,All in one stamp,Stationery,Crafts,3000.0,174.0,failed,19
3084,1018545845,Let the Community get Vibey & Creative with music,Music,Music,5000.0,1.0,undefined,0
3089,1018582469,New teen cult beauty brand - the positive side of beauty,Product Design,Design,50000.0,101.0,live,4
3090,1018583969,VIRUS NOVEL,Fiction,Publishing,2600.0,21.0,failed,2
3093,101859331,The Fight for System Haven - A 16-Bit Style Space Adventure!,Video Games,Games,25000.0,969.0,failed,19
3116,1018695454,The Balls of Power,Film & Video,Film & Video,4000.0,55.0,failed,1
3118,1018708214,Undead Apparel :: Vintage Zombie T-Shirts,Fashion,Fashion,10000.0,2496.0,failed,74
3126,1018738674,siemless,Web,Technology,5000.0,610.0,failed,7
3127,1018744136,21 Revolutions,Publishing,Publishing,5000.0,5839.0,successful,187
3151,1018902853,When Good Meets Bad,Shorts,Film & Video,10000.0,501.0,failed,2
3173,1019027156,A Movement,Shorts,Film & Video,3000.0,12.0,failed,1
3182,1019047449,Give A Pallet A Home,Product Design,Design,2140.0,2273.0,successful,48
3195,101913480,FRUU.. Innovative REAL-fruit organic vegan lip balms!!,DIY,Crafts,500.0,762.0,successful,58
3215,1019292123,The Cheshire Cat Cafe Llandudno #Wales1stcatcafe,Vegan,Food,40000.0,931.0,failed,37
3222,1019338348,Bristol Improv goes to the Edinburgh Fringe Festival 2015!,Theater,Theater,500.0,915.0,successful,37
3249,1019438475,"The SpaceBunker Project - space, science, maths, STEM",Space Exploration,Technology,1400.0,945.0,failed,32
3252,1019456211,Exit Press - A Zine And Art Book Publisher.,Art Books,Publishing,1000.0,43.0,failed,3
3262,1019495881,Micro Match,Food,Food,20000.0,20.0,failed,4
3286,101962142,Big model of a house,Design,Design,5000.0,677.0,failed,2
3294,1019675780,Vibration - Post Production,Shorts,Film & Video,1500.0,1610.0,successful,30
3313,1019759030,The English Teacher,Documentary,Film & Video,10844.0,0.0,failed,0
3337,1019891842,Under Foot,Dance,Dance,100.0,100.0,successful,6
3345,1019959725,Agatone Music - Debut Live Appearance (Canceled),Electronic Music,Music,1500.0,0.0,canceled,0
3349,1019973506,'Here I Am' Album Completion,Pop,Music,8000.0,51.0,failed,2
3375,1020164959,Incantation Season 1,Fantasy,Film & Video,9000.0,3.0,failed,2
3382,102023372,zombieXperience -the uk's biggest and best zombie experience,Games,Games,9500.0,138.0,canceled,8
3386,1020244231,Perky Blenders Coffee Roaster,Drinks,Food,3200.0,2.0,failed,2
3391,1020258677,THE PEN REST - Start tidying your desk now! - Just Perfect,Product Design,Design,12500.0,3701.0,canceled,64
3410,1020341298,13 Pocket Hi-Visibility Vest by AyeGear,Apparel,Fashion,15000.0,211.0,failed,5
3411,1020347268,The Verve Academy,Technology,Technology,5000.0,5141.0,successful,84
3414,1020359266,BARE REALITY: 100 women and their breasts,Photobooks,Photography,10900.0,31891.81,successful,907
3418,102036154,Legrand Legacy � An Homage to the JRPG Classics (PC),Video Games,Games,85000.0,52326.0,live,591
3430,1020465066,The Need For Geoengineering,Documentary,Film & Video,325000.0,2003.0,failed,4
3432,1020487803,Reusable WOOL ECO DRYER balls without chemicals,Technology,Technology,6000.0,62.0,failed,3
3462,1020616269,Fishing For Compliments Playing Cards,Playing Cards,Games,5900.0,6049.0,successful,214
3488,1020747385,"Manchesters Past, Present & Future",Academic,Publishing,3000.0,0.0,failed,0
3511,102092891,108 Gems of Asia - Book about prayers from ancient temples,Nonfiction,Publishing,3700.0,85.0,failed,3
3514,1020946076,City of Zombies: A Board Game that takes brains to survive,Tabletop Games,Games,15000.0,1652.44,canceled,50
3520,1020972490,SOLA - What if the last surviving human didn't want to live?,Narrative Film,Film & Video,6000.0,6353.0,successful,208
3523,1020984423,Fat Pumpkin. Eat yourself happy!,Restaurants,Food,30000.0,0.0,failed,0
3532,1021042715,The Boxford Masques 'Joe Soap's Masquerade',Theater,Theater,1000.0,85.0,failed,4
3569,1021298042,Huntercombe Barn Events & Weddings,Architecture,Design,80000.0,2.0,failed,1
3574,102133746,Help me turn my film maker dreams into reality. (Canceled),Family,Film & Video,250000.0,0.0,canceled,0
3583,1021390452,Fucking Outside the Box at VAULT festival 2014,Theater,Theater,700.0,700.0,successful,36
3586,1021401486,HOUND  Feature Film,Experimental,Film & Video,100.0,0.0,failed,0
3600,1021500091,House of Atreus premiering at Waterloo East Theatre,Theater,Theater,2000.0,2010.0,successful,39
3607,1021554757,"""Four Legged Sons: How dogs can save the world""- documentary",Documentary,Film & Video,50000.0,275.0,failed,7
3615,102160419,Addiction Clothing - First line of Fashion t-shirts funding,Fashion,Fashion,600.0,232.0,failed,7
3628,1021654196,THE SUGAR TREE�,Food,Food,25000.0,731.0,failed,4
3635,1021700523,Community Gaming store Start-up Warroom Gaming Stores,Tabletop Games,Games,33000.0,12.0,failed,4
3645,1021752617,The Pug Cafe,Food,Food,35000.0,0.0,failed,0
3656,1021808353,Bridal Fever (Horror Feature Film),Horror,Film & Video,2500.0,2636.0,successful,52
3681,1021962250,eat burgers loose weight,Publishing,Publishing,2500.0,0.0,failed,0
3687,1021998533,Austins Smoke House,Restaurants,Food,60000.0,0.0,failed,0
3693,1022038651,"Art Exhibition ""The beauty and purity of nudity""",Art,Art,1000.0,1035.0,successful,12
3705,1022085567,Boyle's Card Boutique - Affordable quality cards/invitations,Crafts,Crafts,500.0,2.0,failed,2
3709,1022117704,Custom Made Suits & Shirts for Men,Apparel,Fashion,25000.0,976.0,failed,9
3715,1022159330,Want MOORE in a Bag? Introducing the CONVERTIBLE  BACKPACK,Accessories,Fashion,5000.0,6829.0,successful,36
3727,1022204726,Moanoir,Apps,Technology,1000.0,1.0,failed,1
3728,1022209758,The worlds biggest Phrase Thesaurus,Nonfiction,Publishing,5000.0,225.0,failed,12
3754,102233477,Shadows Comic Book,Comics,Comics,1000.0,70.0,failed,3
3782,1022518377,A Great Expectancy Of Zombies,Fiction,Publishing,500.0,500.0,successful,7
3788,1022530229,Life after war. The story of Dubrovnik,Photobooks,Photography,3000.0,0.0,failed,0
3797,1022588246,BLAZY-TACKLE Custom Fishing Lures (Canceled),Crafts,Crafts,10000.0,90.0,canceled,4
3805,1022621304,Chosen Gospel single 'Make me a Believer',World Music,Music,450.0,13.0,failed,3
3819,1022688267,Super car ride along documentary.,Video,Journalism,300.0,0.0,failed,0
3827,1022746371,MatchMitt - original rugby fan merchandise (Canceled),Accessories,Fashion,15000.0,110.0,canceled,5
3834,102279894,"This unique integral collar & lead makes ""Walkies a Doddle""",Product Design,Design,20000.0,22069.0,successful,41
3836,102280999,SKOWT,Music,Music,75000.0,757.0,failed,10
3837,1022827601,@rty Apparel Designer outlet,Apparel,Fashion,50000.0,0.0,failed,0
3840,1022848286,Il Constantia,Shorts,Film & Video,3500.0,411.0,failed,9
3846,1022864607,The Anatomy Head for Artists,Art,Art,4000.0,593.0,failed,12
3847,1022865791,The Wretched Hive Bar,Comics,Comics,200000.0,70.0,failed,2
3853,1022876215,Overkill Apparel - Alternative & Skater clothing.,Fashion,Fashion,6500.0,97.0,failed,7
3854,1022887912,Full Counter,Tabletop Games,Games,10000.0,92.0,failed,10
3870,1022982461,'Trace'- Short Film,Shorts,Film & Video,600.0,704.6,successful,52
3872,1022989863,Days with the Ambulance,People,Photography,11500.0,31.0,failed,3
3873,1022991842,Clayton Brook Grow to Share Project,Community Gardens,Food,500.0,54.0,failed,4
3880,1023037010,Appear in Penarth (Oh) Cardiff comedy vid extended cut!,Comedy,Film & Video,5000.0,90.0,failed,4
3881,1023054408,The Accidental Artist (Canceled),Performance Art,Art,1000.0,0.0,canceled,0
3885,1023076243,Zero to Hero,Nonfiction,Publishing,2500.0,0.0,failed,0
3889,1023093552,LA ROCHELLE - THE SWASHBUCKLING WEBSERIES,Webseries,Film & Video,3000.0,25.0,failed,1
3934,1023392658,word cup,Mobile Games,Games,6500.0,0.0,failed,0
3940,1023426953,Zone Out Gaming Store - Expansion,Games,Games,1500.0,1500.0,successful,22
3946,1023470027,The Patch,Art,Art,2500.0,12.0,failed,2
3973,1023605544,LABL Magazine - Ethical and Healthy Living Magazine (Vegan!),Journalism,Journalism,500.0,2.0,failed,1
3974,1023613654,"PiCE+, a metal outdoor case for the Raspberry Pi B+ & Camera",Product Design,Design,21300.0,4418.0,failed,94
3980,1023626548,Sea Life by Lucy Catherine at The Hope Theatre,Plays,Theater,2000.0,2389.0,successful,22
3990,102367219,Let's go Dutch - the video,Pop,Music,3000.0,230.0,failed,2
3998,1023720141,CUER: the UK's number one solar car team,Technology,Technology,10000.0,10524.1,successful,192
4002,1023740969,Funding my 1st Book (Canceled),Fiction,Publishing,400.0,35.0,canceled,2
4034,1023895606,WANTED: Son Of A Gun teddy bear outlaw,Photography,Photography,10.0,0.0,failed,0
4039,102391852,The 'throw an egg at my brother' Challenge!,Video Art,Art,15000.0,7.0,failed,3
4049,1023973888,An Artist's Landscape (Working Title),Experimental,Film & Video,750.0,1101.0,successful,22
4051,1023983052,The CanvAs Project,Film & Video,Film & Video,28260.0,0.0,failed,0
4075,1024117571,ailsarocks - Combining fashion and gaming.,Fashion,Fashion,5000.0,21.0,failed,2
4083,1024146247,Fleek Squad - The $wang Mixtape,Hip-Hop,Music,52.0,0.0,failed,0
4094,1024246847,Pillow Talk - Le Grind. A new pop / dance music video,Pop,Music,500.0,501.0,successful,12
4109,1024350504,Capturing the sky's and stars from Northumberland UK,Nature,Photography,1000.0,10.0,failed,1
4125,1024479214,Help us get to D&AD New Blood?,Graphic Design,Design,300.0,373.0,successful,23
4127,1024494574,28mm Steampunk Inspired Heavy Weapons & Carriage Miniatures,Tabletop Games,Games,600.0,7295.0,successful,140
4130,1024501401,How Lion Became King of Tinga Tinga Land (Canceled),Children's Books,Publishing,2000.0,371.0,canceled,34
4134,1024512857,Artificial Intelligence Architecture,Art Books,Publishing,1000.0,70.0,failed,2
4135,1024519511,XML Games,Video Games,Games,2000.0,378.0,failed,13
4171,1024777274,BE BETTER: Urban Foxes - Edinburgh Festival (Fringe),Festivals,Theater,1300.0,1644.0,successful,34
4190,1024917213,"The Pearl - Pleasance Courtyard, Edinburgh Festival Fringe",Theater,Theater,3000.0,3075.0,successful,75
4199,1024962320,Super Famicom: The Box Art Collection (Canceled),Video Games,Games,27000.0,21844.84,canceled,699
4200,1024963193,All New Adventures of Morph from Aardman Animations,Animation,Film & Video,75000.0,110648.81,successful,2654
4235,10251623,The Modern Alpha Magazine,Publishing,Publishing,5000.0,0.0,failed,0
4236,1025173556,Weston Fringe Festival,Art,Art,21000.0,151.0,failed,2
4242,1025205399,Celestial Gateway,Video Games,Games,1500.0,125.0,failed,3
4257,1025278667,"""Skid Markz"" Community based TV show homed in U.K ran by you",Webseries,Film & Video,1000000.0,0.0,failed,0
4267,1025326368,Protocols,Plays,Theater,2000.0,2015.0,successful,21
4284,1025453958,MALALA Theatre Projects,Experimental,Theater,1500.0,1522.0,successful,15
4287,102548007,Et Tu? The Murder Mystery Evening Generator,Tabletop Games,Games,8000.0,8357.07,successful,408
4299,1025574190,"The Last Prayer Of The Dying, 5E (5th ed) adventure module",Tabletop Games,Games,350.0,1252.0,successful,166
4324,1025748188,Balloon,Film & Video,Film & Video,800.0,1020.0,undefined,0
4345,1025891484,Piece of Greece (Canceled),Sculpture,Art,15000.0,0.0,canceled,0
4354,102593615,REAL - A Guide for Living - more than just a meditation app,Apps,Technology,20000.0,20151.0,successful,200
4368,1026015849,Breaker's End: A Graphic Novel,Comics,Comics,5000.0,1216.0,failed,60
4375,1026040821,Violetta's Last Tango,Classical Music,Music,5000.0,135.0,failed,2
4383,1026077872,Caribbean Pizza Funding Campaign,Restaurants,Food,25000.0,0.0,live,0
4412,1026211393,A Drone for Graham,Video,Journalism,1000.0,1360.0,successful,32
4416,1026228555,Halo 5: XBOX One Advert - Student Film,Film & Video,Film & Video,300.0,356.5,successful,35
4470,1026585863,Feltmeupdesigns Rainbow Doodle Birds Printed Tea Towel,Printing,Crafts,850.0,3215.0,successful,179
4477,102661219,Fern Teather - Debut Album!,Country & Folk,Music,2000.0,2280.0,successful,50
4492,1026654680,Basslock 'Rise' EP,Electronic Music,Music,500.0,140.0,failed,5
4511,1026769872,GAMER LOGIC - Retro Gaming-Inspired Designs,Video Games,Games,670.0,344.0,failed,21
4515,102679287,New laptop for future app/game making,Gadgets,Technology,750.0,0.0,failed,0
4557,1027030540,Book 2047 (Canceled),Fiction,Publishing,20000.0,0.0,canceled,0
4570,1027095904,"RENTED... to the DEAD issue 1 ""Zombies... 1000s of em!""",Comics,Comics,800.0,2083.0,successful,53
4573,1027113627,The Angriest Guitar Player In The World's Debut Album,Country & Folk,Music,4000.0,867.0,failed,46
4589,1027196538,Unconditional Love,Comedy,Film & Video,300.0,75.0,failed,5
4621,1027482190,Upstart new book set to rock science world!,Publishing,Publishing,2600.0,24.0,undefined,0
4627,1027505386,Colourful Creations (Canceled),Painting,Art,600.0,0.0,canceled,0
4628,1027508797,Its A Rib Thing,Food Trucks,Food,25000.0,100.0,failed,2
4643,1027590221,Kiri - The Anonymous Computer,Software,Technology,20000.0,2950.0,failed,62
4650,1027668328,Wizard's Academy,Tabletop Games,Games,30000.0,42295.0,successful,679
4690,1027902230,Megan Prescott: Dumbbells and Donuts,Documentary,Film & Video,8000.0,1789.0,failed,58
4703,1027953561,Fund Grey Faction Colourless set into true novel,Children's Books,Publishing,500.0,2.0,failed,2
4725,102816945,iPetsi.com The new Face of Social Networking (Canceled),Graphic Design,Design,50000.0,0.0,canceled,0
4729,1028223225,Haven: Titan Command,Tabletop Games,Games,13500.0,9047.85,failed,212
4742,102827387,SONO Pillow - A New Class of Comfort,Product Design,Design,6375.0,20828.0,successful,540
4749,1028311655,Gallipoli 2015 - Ride of Reconciliation,Documentary,Film & Video,18000.0,398.0,failed,10
4760,1028439016,@Chelt52 - Year 2! (Canceled),Web,Technology,700.0,30.0,canceled,2
4764,1028461326,Nightmare Web Series,Webseries,Film & Video,100.0,274.5,successful,38
4788,102860361,The Diabetic Journal,Technology,Technology,7500.0,7743.32,successful,380
4801,1028721181,SWAEON - Swiss Watches AEON Swiss Made Chronographs,Product Design,Design,20000.0,2320.0,failed,12
4818,1028827847,Tuna burger,Food,Food,40000.0,22.0,failed,3
4831,1028902401,Pro Pinball: Timeshock! - The ULTRA Edition,Video Games,Games,40000.0,49349.51,successful,1203
4845,1028973254,Crap Drawings,Illustration,Art,1.0,144.05,successful,17
4852,1029007461,Her Eyes and My Voice Periodical Issue 3,Art Books,Publishing,450.0,714.0,successful,24
4895,1029237274,"""Sara, Exponential"" Horror/Thriller/Noir Feature Film",Horror,Film & Video,20000.0,266.0,failed,10
4897,1029240860,The Stationery Club | Personalised Monthly Surprise Boxes,Design,Design,724.0,877.0,successful,20
4917,1029384072,building a recording studio.,Music,Music,25000.0,0.0,failed,0
4933,1029493666,Rumour and Reflection,Dance,Dance,500.0,15.0,failed,1
4980,1029859980,Summer song: new single and bright video for The Crack,Rock,Music,3000.0,111.0,failed,4
4982,1029879432,LONER : COMIC SEASON ONE,Comics,Comics,30000.0,501.0,failed,2
5002,1029978099,River F.C.,Games,Games,2000.0,3.0,failed,1
5004,1029997848,Scruffy Little Herbert - Online Shopping at your fingertips,Product Design,Design,800.0,869.0,successful,47
5019,1030072480,Nervosa Documentary,Documentary,Film & Video,110.0,115.0,successful,10
5045,1030220007,Breaking Camp and Advancing with The New Album,Pop,Music,750.0,1000.0,successful,31
5075,103037220,Ceyda Tanc Dance: Tour in Turkey,Dance,Dance,3500.0,3685.0,successful,123
5081,1030413377,English Garden Hand Made exclusive Cards & gifts,Art,Art,200.0,34.0,failed,3
5096,1030490490,Arrested Development Season 4 Celebratory Screen Print,Art,Art,3000.0,21.0,failed,2
5107,103053795,"keep the*kickplate*project, the only gallery in town, alive!",Photography,Photography,750.0,770.5,successful,40
5117,103060965,Hitler's Daughter,Documentary,Film & Video,50000.0,3910.0,failed,33
5129,1030708389,BitMan,Video Games,Games,20000.0,116.0,failed,4
5147,1030805115,INK & FASHION,Art Books,Publishing,10000.0,111.0,failed,5
5159,103087365,HeliBags� - Custom Bags for RC Helicopters,Product Design,Design,80000.0,2505.0,failed,37
5162,1030879617,YAY! Your Amazing Year: YOU CAN! Life Coach Yourself Happy!,Publishing,Publishing,4650.0,0.0,undefined,0
5174,1030960821,My Cookie Dough Dessert Store - London,Food,Food,25000.0,3530.0,failed,6
5187,1031013448,'Mannequin' Short,Shorts,Film & Video,1000.0,0.0,failed,0
5195,1031038881,Xpress - Street Dance,Workshops,Dance,2500.0,2.0,failed,2
5204,1031103369,Eclectic Games - The Games Room Expansion (Deluxe Edition),Tabletop Games,Games,5000.0,15021.01,successful,280
5215,1031141398,The House of Minority,Documentary,Film & Video,2500.0,120.0,failed,5
5220,1031194134,Want to build a satellite but dont have a NASA sized budget?,Space Exploration,Technology,3000.0,3146.0,successful,97
5225,1031204909,The Dred Roberts/Dai Murasaki Solo Album!,Music,Music,300.0,431.0,successful,34
5231,1031249788,A Failed Pursuit: Issue One,Comics,Comics,800.0,925.0,successful,26
5239,1031301176,Morynga Teas & Sprinkles - All Natural~ Handmade~ Delicious!,Food,Food,3000.0,1654.33,failed,39
5257,1031405469,15% of The Seagull Flies to Edinburgh,Plays,Theater,2000.0,2025.0,successful,38
5260,1031422269,Tech Support and Training For The Elderly,Technology,Technology,8500.0,6.0,failed,2
5261,1031427963,Broken | Short Drama Film,Drama,Film & Video,500.0,565.0,successful,22
